age,gender,country,mascu_sec,working,gnorm_executives,gnorm_nurses,competitiveness,risk_tolerance,depression_score,cgi,male,rand
43,Female,South Korea,,0,Strongly agree,Strongly agree,9,6,1,1,0,.74489671
40,Female,Malaysia,0,1,Agree,Agree,4,5,2,4,0,.90589768
18,Male,China,,0,Agree,Agree,10,1,5,10,1,.71153772
29,Female,China,,0,Strongly agree,Agree,0,1,5,10,0,.86352283
44,Male,Japan,0,1,Strongly agree,Strongly agree,5,4,2,8,1,.87111026
20,Male,China,,0,Agree,Agree,3,2,3.25,8,1,.65330845
49,Female,China,0,1,Strongly agree,Strongly agree,10,3,1,0,0,.79396194
43,Male,China,1,1,Agree,Disagree,6,8,1.75,4,1,.503708
59,Male,Taiwan,0,1,Strongly agree,Agree,7,9,1.75,10,1,.9039883
31,Male,USA,,1,Agree,Agree,10,10,2.25,10,1,.91764247
52,Male,Chile,0,1,Agree,Agree,8,7,2,8,1,.78222358
22,Female,China,0,1,Agree,Agree,7,5,3,3,0,.72053295
32,Female,China,,0,Agree,Disagree,4,3,3.75,5,0,.79830903
35,Male,China,1,1,Strongly agree,Agree,10,10,1,10,1,.83771443
45,Female,Japan,,0,Strongly agree,Strongly agree,4,5,2,5,0,.68983263
52,Female,China,1,1,Strongly agree,Agree,5,6,1.25,4,0,.93363941
24,Female,Poland,,0,Strongly agree,Agree,10,10,3.75,3,0,.9036411
40,Female,Malaysia,0,1,Agree,Agree,5,5,2,5,0,.64855963
31,Male,Australia,0,1,Strongly agree,Strongly agree,10,10,2.75,5,1,
29,Male,Malaysia,0,1,Agree,Agree,7,7,2,5,1,.6242609
40,Female,Singapore,0,1,Strongly agree,Agree,10,7,2,0,0,.90217602
23,Female,Japan,,0,Strongly disagree,Strongly agree,1,1,5,6,0,.78171843
45,Male,Malaysia,1,1,Disagree,Disagree,8,9,2.25,7,1,.70170414
37,Male,Japan,,0,Agree,Agree,0,3,3.5,4,1,.56967199
55,Female,China,0,1,Strongly agree,Strongly agree,5,5,1.25,0,0,.81003278
47,Female,Malaysia,,1,Agree,Agree,8,8,2.25,3,0,.69762617
28,Female,Malaysia,,0,Agree,Agree,5,3,2.75,2,0,.65479648
18,Male,China,,0,Strongly agree,Strongly agree,4,4,3.25,8,1,.61623591
33,Male,China,1,1,Agree,Agree,5,5,1.75,6,1,.91379625
44,Male,Malaysia,1,1,Strongly agree,Strongly agree,9,7,2.5,9,1,.55166686
24,Female,Malaysia,,0,Disagree,Disagree,10,10,3.5,0,0,.65871334
37,Female,Malaysia,0,1,Agree,Agree,5,5,2.5,5,0,.81297952
29,Female,Japan,0,1,Disagree,Disagree,0,1,3.5,8,0,.77144784
35,Female,China,0,1,Agree,Agree,8,6,1,2,0,.68532223
41,Female,Japan,0,1,Agree,Agree,4,1,2,5,0,.59066147
26,Female,China,,0,Agree,Agree,5,9,4,3,0,.59030044
31,Female,Japan,,0,Agree,Agree,0,1,3.25,6,0,.94277877
20,Male,Taiwan,0,1,Strongly agree,Strongly agree,3,3,4,5,1,.88817728
31,Male,China,0,1,Agree,Agree,6,5,2.5,10,1,.56331396
18,Male,China,,0,Agree,Agree,4,4,5,8,1,.55039847
30,Female,Singapore,0,1,Agree,Agree,6,5,2.5,4,0,.64592087
26,Female,China,0,1,Strongly agree,Agree,4,3,2.25,1,0,.64492333
24,Female,Japan,0,1,Agree,Strongly agree,0,1,3.75,3,0,.86850446
32,Male,USA,0,1,Agree,Strongly agree,8,8,3,8,1,.8195467
33,Male,China,,0,Agree,Agree,4,5,2.25,5,1,.81317222
31,Male,Australia,0,1,Agree,Agree,10,9,2.25,10,1,
31,Female,Japan,,1,Agree,Agree,5,6,2.25,6,0,.67456293
60,Female,South Korea,,0,Agree,Disagree,2,2,1,1,0,.71041286
36,Male,China,1,1,Strongly agree,Agree,0,10,2,8,1,.91711986
52,Male,Malaysia,0,1,Disagree,Strongly disagree,7,6,2.25,5,1,.60044116
46,Male,Poland,1,1,Agree,Disagree,1,5,1.25,8,1,.57836336
18,Female,China,,0,Agree,Disagree,9,5,3.75,3,0,.92739046
34,Male,China,1,1,Strongly agree,Strongly agree,10,1,1,7,1,.89203149
58,Female,Singapore,0,1,Strongly agree,Agree,5,5,2,6,0,.56060296
36,Female,China,,0,Strongly disagree,Disagree,6,1,2,1,0,.80051839
19,Male,China,,0,Strongly agree,Strongly agree,5,1,4.25,5,1,.76615459
30,Male,China,0,1,Strongly agree,Strongly agree,10,1,3,6,1,.81670552
58,Male,Taiwan,,0,Agree,Agree,0,5,2,7,1,.99461472
25,Male,China,0,1,Strongly agree,Agree,7,6,2.5,10,1,.84111321
42,Female,Singapore,1,1,Agree,Agree,9,7,2,5,0,.60834688
48,Female,Poland,,1,Strongly agree,Strongly agree,2,6,1.25,5,0,.82524168
29,Female,Japan,0,1,Agree,Agree,3,5,3.5,5,0,.93673807
30,Male,China,1,1,Strongly agree,Strongly agree,10,10,3.25,0,1,.90142065
40,Female,Japan,,0,Agree,Agree,5,7,2,,0,.82964057
49,Female,China,0,1,Strongly agree,,8,8,2,2,0,.70598388
45,Male,South Korea,1,1,Agree,Strongly agree,1,1,3.5,6,1,.98368531
36,Female,Malaysia,0,1,Strongly agree,Agree,5,7,3,3,0,.51052874
56,Male,South Korea,,0,Agree,Agree,0,2,1.75,5,1,.88848656
36,Female,China,,0,Agree,Agree,3,2,2.25,5,0,.65370452
52,Female,South Korea,0,1,Strongly agree,Strongly agree,2,3,3.25,3,0,.96049571
34,Female,Japan,1,1,Agree,Agree,3,2,1,4,0,.9613902
23,Female,Greece,0,1,Strongly agree,Strongly agree,7,7,2.5,2,0,.64854091
43,Female,Finland,0,1,Agree,Strongly agree,9,9,3,3,0,.63484824
18,Male,South Korea,,0,Strongly agree,Strongly agree,8,7,1.25,7,1,.86054498
60,Male,South Korea,1,1,Agree,Agree,8,7,2.25,8,1,.6810894
31,Female,Netherlands,0,1,Agree,Agree,7,8,2.25,4,0,.90268505
59,Female,South Korea,,0,Strongly agree,Strongly agree,4,4,1.75,3,0,.69479686
40,Female,China,0,1,Strongly agree,Strongly agree,4,10,2.75,0,0,.8030287
20,Female,Malaysia,0,1,Strongly agree,Strongly agree,7,7,4,3,0,.55276895
47,Female,Malaysia,1,1,Agree,Agree,8,5,3.75,1,0,.87846053
39,Female,Malaysia,0,1,Strongly agree,Agree,4,3,2.25,0,0,.91333503
25,Male,Singapore,,0,Strongly agree,Strongly agree,5,6,5,5,1,.52273053
35,Female,Japan,0,1,Agree,Agree,7,6,2,2,0,.99534118
38,Female,Malaysia,,0,Agree,Agree,8,7,2.75,4,0,.66953373
40,Male,Romania,0,1,Agree,Strongly agree,10,10,2,10,1,.75195915
28,Female,Japan,0,1,Agree,Agree,5,5,3,5,0,.55022568
23,Male,USA,,0,,Disagree,7,3,2.25,4,1,.7081489
41,Female,Norway,0,1,Strongly agree,Strongly agree,7,7,3,5,0,.74560863
62,Female,Norway,0,1,Strongly agree,Agree,6,4,1.5,0,0,.77224874
32,Male,Australia,1,1,Agree,Disagree,6,6,2.5,7,1,
31,Male,Taiwan,0,1,Strongly agree,Strongly agree,10,5,2,10,1,.92987663
26,Female,Malaysia,0,1,Strongly agree,Strongly agree,10,10,4.5,4,0,.84707546
35,Male,Italy,0,1,Strongly agree,Strongly agree,8,1,2,10,1,.85053647
60,Female,Singapore,1,1,Agree,Disagree,5,1,1,0,0,.68100893
51,Female,Czech Republic,1,1,Strongly agree,Agree,10,5,2,5,0,.76363903
64,Male,Singapore,0,1,Agree,Agree,7,7,1.5,10,1,.61666691
27,Female,Poland,0,1,Strongly agree,Agree,8,9,3.5,8,0,.70323408
28,Male,Australia,1,1,Strongly agree,Agree,6,4,2.5,5,1,
18,Male,China,,1,Agree,Agree,5,5,2.75,10,1,.66280633
54,Female,China,0,1,Strongly agree,Agree,7,5,1.75,3,0,.6620273
55,Female,Singapore,1,1,Strongly disagree,Strongly agree,6,1,1.5,2,0,.53025532
34,Female,France,0,1,Strongly agree,Strongly agree,5,7,3,2,0,.76870626
55,Female,Singapore,,0,Agree,Agree,5,5,1,3,0,.82005775
47,Female,South Korea,0,1,Strongly agree,Strongly agree,3,3,2,6,0,.67877817
31,Male,Sweden,1,1,Disagree,Disagree,8,8,1,9,1,.75250596
47,Male,Malaysia,1,1,Strongly agree,Strongly agree,10,10,2,10,1,.80923867
55,Male,Singapore,0,1,Agree,Disagree,6,8,2.5,7,1,.92388183
26,Male,Malaysia,0,1,Strongly agree,Agree,9,9,3.25,9,1,.75923687
57,Female,Greece,0,1,Agree,Agree,8,1,4,4,0,.55886012
31,Female,Japan,0,1,Agree,Agree,5,5,1,5,0,.68202341
43,Female,Czech Republic,0,1,Agree,Agree,7,7,2.5,5,0,.58277315
31,Male,USA,0,1,Strongly agree,Strongly agree,7,7,2.5,7,1,.62534034
28,Female,China,1,1,Strongly agree,Agree,5,3,4.5,7,0,.57987058
47,Female,Singapore,,0,Strongly agree,Agree,3,1,2.75,7,0,.72585249
18,Male,USA,,0,Strongly agree,Strongly agree,2,6,4,6,1,.74731398
30,Male,China,1,1,Agree,Agree,3,3,4.25,10,1,.6863848
30,Female,China,1,1,Strongly agree,Disagree,6,5,1.75,4,0,.57912666
29,Female,Japan,1,1,Agree,Agree,2,2,2.75,3,0,.88720709
32,Female,Singapore,0,1,Strongly agree,Agree,10,10,1.75,0,0,.51433045
33,Female,China,1,1,Strongly agree,Agree,3,4,2.75,2,0,.56534183
39,Female,Poland,0,1,Agree,Agree,3,3,3.75,2,0,.58578354
40,Female,Japan,1,1,Agree,Strongly agree,5,5,3.5,5,0,.88205642
35,Female,China,0,1,Strongly agree,Agree,5,5,2,4,0,.62391698
24,Male,China,0,1,Strongly agree,Agree,6,6,2.25,7,1,.6562472
45,Female,Malaysia,0,1,Strongly agree,Agree,8,7,2.75,3,0,.57709265
33,Female,China,,0,Strongly agree,Agree,0,5,3.75,5,0,.79439282
51,Female,Portugal,1,1,Strongly agree,Strongly agree,8,8,2,1,0,.92430365
43,Female,Portugal,0,1,Strongly agree,Strongly agree,8,6,2,1,0,.72248012
35,Male,China,1,1,Agree,Agree,10,1,3.5,5,1,.52846706
28,Female,Malaysia,0,1,Strongly disagree,Agree,8,4,3,5,0,.60053957
28,Male,Malaysia,,0,Agree,Agree,7,7,4.25,9,1,.54842973
30,Female,Turkey,,0,Strongly disagree,Agree,0,10,3.25,0,0,.60215789
47,Male,Taiwan,,0,Strongly agree,Agree,0,1,4.75,10,1,.53899074
24,Female,Turkey,,1,Agree,Agree,0,1,4,0,0,.84021884
23,Male,China,1,1,Agree,Agree,7,5,3,8,1,.96433842
18,Female,China,0,1,Agree,Agree,1,1,2,10,0,.95585793
30,Female,Taiwan,0,1,Agree,Strongly agree,4,4,3.25,5,0,.92919379
45,Female,Malaysia,,0,Agree,Agree,5,5,3,5,0,.86992991
55,Male,China,1,1,Agree,Strongly agree,5,1,1,8,1,.66255254
39,Female,Malaysia,,0,Strongly agree,Strongly agree,8,5,2.25,2,0,.96777231
32,Female,Japan,1,1,Agree,Agree,2,3,2.75,3,0,.96456867
27,Male,China,1,1,Agree,Agree,8,6,2,8,1,.67650515
20,Male,Malaysia,,0,Disagree,Disagree,7,7,3.75,8,1,.7311042
37,Female,South Africa,0,1,Strongly agree,Strongly agree,10,10,1.5,0,0,.51159889
37,Female,South Africa,0,1,Disagree,Disagree,9,9,2,1,0,.57209575
38,Male,South Africa,0,1,Strongly agree,Strongly agree,7,9,3,10,1,.61668086
30,Male,China,0,1,Agree,Agree,9,9,2.75,8,1,.91046107
57,Male,Malaysia,,0,Agree,Disagree,6,6,2.75,8,1,.92879027
21,Male,South Africa,,0,Strongly agree,Disagree,10,10,3,10,1,.64429218
55,Female,South Africa,0,1,Agree,Strongly agree,8,8,3.75,0,0,.97901648
33,Female,Japan,0,1,Strongly agree,Strongly agree,1,1,2.5,0,0,.67200547
47,Male,Brazil,1,1,Agree,Agree,3,2,1.5,10,1,.72496188
41,Female,Japan,0,1,Disagree,Agree,4,4,2.5,3,0,.91418791
18,Male,China,,0,Disagree,Agree,5,3,3.25,5,1,.67648488
64,Female,Singapore,,0,Strongly agree,Strongly agree,6,7,1.25,7,0,.9073109
56,Male,Taiwan,0,1,Agree,Agree,3,3,1.5,10,1,.8790344
30,Male,South Africa,0,1,Agree,,7,4,2.25,8,1,.6935696
47,Male,South Africa,,0,Strongly agree,Strongly agree,7,4,3.75,8,1,.92629081
41,Female,South Africa,1,1,Disagree,Strongly agree,7,10,5,1,0,.94921559
52,Female,South Africa,,0,Agree,Disagree,6,1,4.75,2,0,.88292032
27,Male,South Africa,0,1,Agree,Strongly agree,10,9,3,10,1,.57764626
21,Female,South Africa,,0,Disagree,Agree,9,10,4.75,1,0,.94791096
53,Female,South Africa,1,1,Strongly agree,Strongly agree,5,5,2.5,5,0,.67940027
34,Female,South Africa,0,1,Disagree,Strongly disagree,10,10,1.25,2,0,.72859156
27,Male,South Africa,,0,Strongly agree,Agree,4,8,2.5,5,1,.50449538
44,Male,South Africa,0,1,Strongly agree,Strongly agree,8,4,1.25,10,1,.75326198
45,Female,UK,0,1,Strongly agree,Strongly agree,4,6,3.25,2,0,.6460259
20,Female,South Africa,,0,Agree,Strongly agree,5,10,4.5,0,0,.54576135
49,Female,Malaysia,,0,Strongly agree,Agree,7,6,3,0,0,.66180831
21,Male,South Africa,,0,Agree,Agree,8,8,3,10,1,.83630842
42,Female,South Africa,,0,Agree,Agree,5,5,1.75,5,0,.58869845
41,Female,Japan,0,1,Strongly agree,Strongly agree,0,3,2.5,0,0,.54874068
27,Male,South Africa,0,1,Disagree,Disagree,10,10,1,5,1,.6292783
43,Female,Japan,,0,Agree,Agree,0,2,3.25,4,0,.92820102
22,Female,South Africa,0,1,Strongly agree,Strongly agree,6,4,4.25,3,0,.83912849
32,Male,USA,0,1,Strongly agree,Strongly agree,8,8,5,5,1,.9898808
26,Female,South Africa,1,1,Strongly agree,Strongly agree,10,8,3.5,3,0,.53582042
38,Male,South Africa,0,1,Disagree,Disagree,5,6,3.5,4,1,.74861413
26,Male,China,0,1,Disagree,Strongly agree,2,1,4,5,1,.5742659
31,Female,Canada,1,1,Disagree,Agree,7,8,1.75,1,0,.98828691
48,Female,South Africa,,0,Strongly agree,Strongly agree,10,10,1,0,0,.57011551
24,Female,Canada,1,1,Strongly agree,Agree,8,8,4,5,0,.71206492
31,Female,Japan,0,1,Agree,Agree,3,1,2,5,0,.50380838
22,Female,South Africa,0,1,Strongly agree,Disagree,4,10,3.75,0,0,.57369798
59,Female,Canada,0,1,Strongly agree,Agree,5,5,2,0,0,.97876006
57,Male,Canada,1,1,Agree,Disagree,7,7,1.25,8,1,.70341861
25,Male,South Africa,0,1,Disagree,Disagree,7,6,2.75,10,1,.70138556
22,Female,South Africa,,0,Agree,Disagree,10,10,3.5,0,0,.91207284
22,Female,South Africa,,0,Strongly agree,Strongly agree,8,5,3.5,5,0,.80225682
22,Male,South Africa,1,1,Disagree,Agree,8,9,4,10,1,.9429667
54,Female,South Africa,0,1,Strongly agree,Agree,8,9,2.75,2,0,.6535176
32,Female,South Africa,,0,Agree,Disagree,2,8,2.25,4,0,.62330496
20,Female,South Africa,,0,Strongly agree,Disagree,6,5,4.25,5,0,.68116254
48,Female,South Africa,,0,Strongly agree,Agree,6,7,4,2,0,.74296951
22,Male,South Africa,0,1,Disagree,Agree,7,6,2,8,1,.95360231
21,Male,South Africa,0,1,Strongly agree,Agree,2,8,2.5,6,1,.540452
21,Male,South Africa,,0,Agree,Agree,10,9,1.75,7,1,.73764086
28,Male,South Africa,0,1,Agree,Agree,5,6,4,4,1,.66306257
26,Male,USA,0,1,Agree,Strongly agree,10,8,2,10,1,.67409319
40,Male,Malaysia,1,1,Agree,Agree,10,8,2,8,1,.97964805
64,Male,South Africa,,0,Strongly agree,Strongly agree,8,10,1,10,1,.58339918
44,Female,Norway,,0,Strongly agree,Strongly agree,6,3,3.25,0,0,.98664242
31,Male,South Africa,0,1,Strongly agree,Agree,8,9,2.75,9,1,.93287563
32,Male,Malaysia,1,1,Strongly agree,Agree,8,7,3,8,1,.87714988
61,Male,Brazil,1,1,Strongly agree,Strongly agree,10,1,2.25,10,1,.98432148
27,Female,South Africa,,0,Disagree,Disagree,7,10,2.75,0,0,.66665238
52,Male,South Africa,0,1,Agree,Strongly agree,7,6,2,6,1,.51896745
35,Female,South Africa,,0,Strongly agree,Strongly agree,2,9,2.75,3,0,.61915582
36,Female,South Africa,,0,Strongly agree,Strongly agree,9,10,3.5,2,0,.65836185
18,Female,China,,0,Agree,Agree,4,2,2,5,0,.9829092
20,Male,South Africa,,0,Strongly agree,Agree,10,10,3.75,6,1,.85310704
63,Female,Canada,,0,Agree,Agree,3,3,1.5,2,0,.99203229
21,Female,South Korea,,0,Strongly agree,Strongly agree,7,8,2.25,6,0,.68841338
26,Male,USA,0,1,Agree,Agree,10,10,1,10,1,.76353514
21,Female,South Africa,0,1,Agree,Disagree,5,6,2.25,3,0,.65842599
62,Male,South Africa,0,1,Strongly agree,Strongly agree,10,5,1,10,1,.72706443
43,Male,South Africa,,0,Agree,Disagree,10,10,2.75,9,1,.76007229
40,Male,South Africa,1,1,Agree,Disagree,8,10,1.5,10,1,.94273788
27,Male,South Africa,0,1,Strongly agree,Strongly agree,10,10,1.75,9,1,.79760844
32,Female,China,0,1,Strongly agree,Strongly agree,5,4,2.25,5,0,.52016759
28,Female,China,,0,Strongly agree,Strongly agree,3,2,2.25,3,0,.99296707
36,Male,South Africa,,0,Disagree,Agree,7,3,1.75,10,1,.83831799
20,Female,South Africa,,0,Agree,Agree,7,8,4.25,2,0,.74160123
19,Female,South Africa,,0,Strongly agree,Strongly agree,6,8,2.75,2,0,.50244981
25,Female,South Africa,,0,Agree,Agree,6,5,3.75,5,0,.69574946
40,Female,Japan,,0,Agree,Strongly agree,5,1,4.5,3,0,.57818812
48,Female,Canada,0,1,Strongly agree,Strongly agree,1,4,2.75,3,0,.81255764
50,Male,Canada,1,1,Disagree,Strongly agree,10,8,3.25,8,1,.94716018
55,Male,South Korea,1,1,Agree,Strongly agree,8,7,2,8,1,.66798496
24,Male,South Africa,,1,Strongly disagree,Strongly agree,8,10,2,10,1,.66837382
34,Male,South Africa,0,1,Strongly agree,Strongly agree,10,7,4,5,1,.62669313
20,Male,South Africa,,0,Agree,Disagree,8,9,2.75,7,1,.5010916
58,Male,Taiwan,0,1,Agree,Agree,3,4,2,7,1,.61821365
30,Female,South Africa,,0,Strongly agree,Agree,10,8,2.75,0,0,.65288824
20,Male,Malaysia,,0,Agree,Agree,7,6,3.25,7,1,.95713198
41,Female,South Africa,0,1,Strongly agree,Disagree,9,8,2.25,0,0,.74902803
28,Male,South Africa,,0,Agree,Agree,4,2,4.5,4,1,.68897444
21,Male,South Africa,0,1,Agree,Agree,7,10,3,8,1,.67104411
36,Female,South Africa,0,1,Strongly agree,Agree,7,9,2,0,0,.56454438
39,Male,South Africa,1,1,Strongly agree,Strongly agree,10,10,2.5,10,1,.95151967
62,Male,South Africa,1,1,Agree,Agree,5,5,2.5,8,1,.91923559
53,Male,Brazil,0,1,Agree,Agree,10,9,1.5,10,1,.99812001
55,Male,Canada,0,1,Agree,Agree,8,5,2.25,7,1,.60604215
21,Female,South Africa,0,1,Agree,Agree,8,8,2.25,4,0,.99625266
51,Female,South Africa,,0,Strongly agree,Strongly agree,10,9,3.25,0,0,.60080415
40,Female,Netherlands,,0,Strongly agree,Strongly agree,2,4,1.75,2,0,.88895297
42,Male,South Africa,0,1,Agree,Strongly agree,4,7,2,3,1,.93871439
27,Female,South Africa,,0,Agree,Agree,10,6,2,6,0,.73187357
42,Male,South Africa,0,1,Agree,,7,7,2,6,1,.56104463
43,Female,South Africa,,0,Agree,Disagree,10,5,5,0,0,.98577958
23,Female,China,,0,Agree,Agree,6,2,4,4,0,.7019735
50,Female,South Africa,,0,Agree,Agree,5,5,5,5,0,.53201318
40,Female,South Africa,0,1,Strongly agree,Agree,7,5,2.25,0,0,.56075567
31,Female,Canada,0,1,Strongly agree,Strongly agree,5,4,3.75,3,0,.97874981
31,Male,Canada,0,1,Strongly agree,Strongly agree,6,6,1,10,1,.50910449
34,Female,South Africa,1,1,Agree,Agree,6,10,1.5,0,0,.76240849
45,Male,South Africa,0,1,Strongly agree,Strongly agree,5,8,2,10,1,.97415131
44,Male,South Africa,0,1,Agree,Strongly agree,8,8,3.25,8,1,.60061181
38,Female,Japan,0,1,Agree,Disagree,3,1,2,3,0,.76997679
33,Female,South Africa,0,1,Strongly agree,Strongly agree,8,7,3.5,1,0,.55024117
20,Female,South Africa,0,1,Strongly agree,Strongly disagree,10,9,2.25,3,0,.93733484
41,Female,South Africa,1,1,Strongly agree,Agree,8,7,2,5,0,.61268866
44,Female,Japan,0,1,Strongly agree,Agree,0,7,2,5,0,.80884594
42,Male,South Africa,0,1,Agree,Agree,10,8,2,7,1,.55901951
42,Female,South Africa,0,1,Strongly agree,Agree,7,8,2.25,3,0,.51634884
62,Male,South Africa,0,1,Disagree,Strongly agree,8,9,1.75,9,1,.61642569
31,Male,Taiwan,0,1,Strongly agree,Strongly agree,2,2,3.75,3,1,.58432811
28,Female,Japan,0,1,Agree,Agree,2,1,5,8,0,.83493894
19,Male,USA,,1,Agree,Agree,6,7,2,8,1,.68681824
51,Male,Taiwan,1,1,Agree,Agree,10,10,4,10,1,.61394536
53,Male,South Africa,,0,Strongly disagree,,6,8,1.5,10,1,.69505644
41,Male,Italy,1,1,Strongly agree,Strongly agree,10,5,4.25,10,1,.81801009
24,Male,South Africa,,1,Strongly agree,Agree,9,9,1.75,9,1,.84173959
33,Male,Portugal,1,1,Agree,Disagree,10,5,2.5,10,1,.67146468
33,Male,USA,1,1,Strongly agree,Strongly agree,7,3,4,8,1,.73681623
28,Male,USA,,0,Disagree,Strongly disagree,10,7,2.25,10,1,.95210975
46,Female,Taiwan,,0,Agree,Agree,0,5,2,5,0,.68795669
57,Male,Malaysia,0,1,Agree,Disagree,8,6,2.5,6,1,.79868281
33,Male,USA,1,1,Agree,Disagree,7,7,1.75,5,1,.90638214
40,Female,Norway,1,1,Strongly agree,Strongly agree,5,7,3.5,5,0,.58366114
25,Female,China,0,1,Strongly agree,Strongly agree,10,1,3,0,0,.78577399
29,Male,USA,0,1,Disagree,Agree,10,10,1.25,10,1,.63214391
22,Male,USA,0,1,Strongly agree,Agree,6,6,3,6,1,.63877732
30,Female,South Africa,,0,Strongly agree,Agree,6,8,2.75,3,0,.81170028
34,Female,Japan,0,1,Agree,Agree,0,1,3,5,0,.53288758
37,Female,Romania,,0,Strongly agree,Agree,7,7,3,3,0,.50421935
30,Male,USA,,0,Agree,Strongly disagree,0,4,2.25,0,1,.7790994
27,Male,USA,0,1,Agree,Strongly disagree,8,8,2,8,1,.6411044
45,Male,South Africa,,0,Agree,Agree,7,6,3.5,5,1,.98445594
28,Male,USA,1,1,Strongly agree,Strongly agree,10,10,5,5,1,.58415771
18,Male,USA,1,1,Agree,Disagree,8,7,2.5,10,1,.99870771
18,Male,South Africa,,0,Agree,Strongly disagree,6,10,2,10,1,.73899865
40,Male,South Africa,1,1,Strongly agree,Strongly agree,9,10,2.25,10,1,.99513632
31,Male,South Africa,0,1,Agree,Agree,0,6,1.25,5,1,.58821911
42,Male,China,0,1,Agree,Strongly agree,4,2,1.5,9,1,.78166473
46,Female,Malaysia,,0,Agree,Agree,5,5,5,5,0,.69163775
34,Female,Japan,,0,Disagree,Agree,3,4,3.5,3,0,.57855016
52,Male,Brazil,0,1,Agree,Agree,9,3,1.5,8,1,.96475518
26,Female,Japan,0,1,,Agree,0,1,2.5,4,0,.64486843
37,Female,Japan,0,1,Agree,Agree,3,4,2.75,5,0,.57319772
35,Male,South Africa,0,1,Agree,Disagree,10,8,1.75,0,1,.99078834
42,Male,Brazil,,1,Agree,Agree,5,5,1.75,4,1,.96376461
20,Male,Australia,0,1,Agree,Strongly agree,8,7,1.5,7,1,
33,Male,South Africa,1,1,Agree,Disagree,8,6,4.5,7,1,.96905005
45,Male,South Africa,0,1,Strongly agree,Agree,8,7,1.75,10,1,.82352746
57,Female,Singapore,,0,Agree,Agree,2,1,3.75,3,0,.87724292
18,Male,China,0,1,Agree,Agree,7,7,3.25,10,1,.7247017
32,Male,South Africa,1,1,Agree,Agree,3,7,2,4,1,.55213296
31,Male,Canada,0,1,Strongly agree,Strongly agree,7,6,3,5,1,.86425179
56,Male,South Korea,1,1,Agree,Agree,6,7,2.75,7,1,.65613389
18,Female,China,,0,Strongly agree,Strongly agree,5,8,3.75,3,0,.57683223
30,Female,Canada,0,1,Agree,Agree,8,8,2,3,0,.55255342
30,Male,Canada,0,1,Strongly agree,Agree,10,10,4.25,4,1,.85986787
26,Male,South Africa,,0,Disagree,Strongly disagree,0,1,1.75,0,1,.99155021
44,Male,Malaysia,1,1,Agree,Agree,0,1,1,5,1,.58422238
36,Female,Japan,0,1,Strongly disagree,Strongly disagree,8,6,2,8,0,.54020876
22,Male,South Africa,,0,Strongly agree,Strongly agree,7,7,2,7,1,.74822986
19,Male,South Africa,0,1,Strongly disagree,Strongly disagree,9,10,1,7,1,.6362682
36,Female,China,0,1,Agree,Agree,7,8,1.5,2,0,.83409166
28,Male,South Korea,,0,Agree,,3,1,2.75,9,1,.91239876
20,Male,South Africa,,0,Agree,Strongly agree,7,2,4.25,6,1,.76337564
21,Male,South Africa,,0,Disagree,Agree,8,10,1.75,7,1,.94903928
19,Female,China,,0,Agree,Agree,5,8,3.75,7,0,.92080051
61,Male,South Africa,,0,Agree,Strongly disagree,9,6,1.5,8,1,.94137573
23,Male,Canada,0,1,Disagree,Strongly disagree,4,5,1.75,5,1,.7950902
20,Male,South Africa,,0,Disagree,Disagree,8,9,3.75,9,1,.65741545
18,Female,Canada,,0,Strongly agree,Strongly agree,8,5,4.5,2,0,.99337375
46,Female,Japan,1,1,Agree,Strongly agree,0,1,5,4,0,.86143845
40,Female,Singapore,0,1,Strongly agree,Agree,5,9,1.25,2,0,.55242229
21,Female,Malaysia,0,1,Strongly agree,Strongly agree,8,9,3.5,1,0,.80931056
28,Male,Canada,1,1,Strongly agree,Strongly agree,6,8,3,6,1,.85876191
22,Male,South Africa,,0,Disagree,Agree,2,2,3.75,10,1,.51369107
32,Male,South Africa,1,1,Disagree,Disagree,7,8,2.75,6,1,.66406327
39,Male,South Africa,0,1,Agree,Strongly agree,7,7,2.75,5,1,.52038479
24,Male,South Africa,,1,Strongly agree,Strongly agree,10,10,3.5,5,1,.95812201
51,Male,South Africa,0,1,Agree,Agree,9,7,1,5,1,.5877924
19,Male,South Africa,,0,Agree,Agree,8,6,2.5,10,1,.84210563
60,Male,South Africa,1,1,Strongly agree,Agree,9,5,3.25,10,1,.90243173
36,Male,South Africa,0,1,Agree,Strongly agree,10,10,2,10,1,.65231341
31,Male,China,,0,Strongly agree,Agree,7,3,4.75,7,1,.77634317
31,Female,Canada,0,1,Strongly agree,Strongly agree,8,7,4,2,0,.87620276
50,Male,South Africa,1,1,Agree,Agree,7,7,2,8,1,.55615991
45,Male,South Africa,0,1,Strongly agree,Disagree,10,8,2,8,1,.84972537
31,Male,Canada,,0,Strongly disagree,Strongly disagree,0,1,2,10,1,.67542446
33,Male,South Africa,,0,Strongly agree,Strongly agree,9,10,2,8,1,.79166055
52,Male,South Africa,,0,Agree,Agree,7,8,2,9,1,.87178993
56,Male,Brazil,1,1,Strongly agree,Agree,5,5,1.25,10,1,.62147558
24,Female,Canada,,1,Agree,Strongly agree,5,6,4,3,0,.91416764
18,Female,China,0,1,Strongly agree,Strongly agree,4,6,3.25,2,0,.87251914
56,Male,South Africa,0,1,Agree,Agree,7,4,4.25,10,1,.87485379
