age,gender,country,mascu_sec,working,gnorm_executives,gnorm_nurses,competitiveness,risk_tolerance,depression_score,cgi,male,rand
45,Female,Turkey,1,1,Strongly agree,Agree,10,10,2.5,0,0,.99245775
31,Female,Turkey,,0,Strongly agree,Agree,10,10,1.75,2,0,.83221501
19,Female,Chile,,0,Disagree,Agree,5,5,3,0,0,.9289242
30,Female,Chile,0,1,Strongly agree,Strongly agree,5,6,1.5,1,0,.70806921
21,Female,Chile,0,1,Strongly agree,Agree,6,10,1.5,0,0,.65981346
22,Female,Mexico,,0,Agree,Strongly agree,8,7,2,0,0,.60778886
18,Female,Turkey,,0,Strongly agree,,8,6,5,3,0,.95403743
30,Male,Finland,0,1,Strongly agree,Strongly agree,8,6,1.25,6,1,.67632538
24,Male,Italy,1,1,Strongly agree,Strongly agree,9,7,1.5,7,1,.78427267
29,Female,Brazil,0,1,Agree,Agree,7,5,3.5,0,0,.77936995
43,Male,Turkey,0,1,Strongly agree,Agree,10,10,2,10,1,.9454481
27,Female,Mexico,0,1,Strongly agree,Strongly agree,10,10,3.5,0,0,.85211945
26,Female,Argentina,,0,Agree,Disagree,9,1,1.75,0,0,.73130989
55,Male,Turkey,,0,Strongly agree,Strongly agree,8,5,2,10,1,.87803274
30,Male,Chile,0,1,Strongly agree,Strongly agree,6,9,4.75,5,1,.63905793
30,Male,Norway,,0,Strongly disagree,Disagree,6,2,4.5,2,1,.90192854
27,Female,Mexico,,0,Strongly agree,Agree,10,10,1.75,0,0,.6974048
32,Female,Brazil,0,1,Agree,Agree,7,7,2.25,2,0,.63264209
57,Female,Romania,,0,Strongly agree,Strongly agree,0,9,2.5,0,0,.87829059
31,Male,France,1,1,Strongly agree,Disagree,9,8,2.5,5,1,.54226142
19,Male,Germany,0,1,Agree,Agree,7,10,2.5,10,1,.61046308
53,Female,Turkey,,0,Strongly agree,Strongly agree,7,4,2,0,0,.87045032
45,Male,UK,,0,Strongly agree,Strongly agree,8,8,3.5,9,1,.74859035
30,Female,Mexico,0,1,Strongly agree,Strongly agree,8,6,1.5,0,0,.99920058
31,Male,Denmark,0,1,Agree,Agree,7,4,2,6,1,.62040693
37,Male,UK,0,1,Strongly agree,Strongly agree,1,2,4,5,1,.70939308
22,Female,Mexico,1,1,Agree,Strongly agree,7,9,2.25,3,0,.60217309
32,Female,Chile,0,1,Strongly agree,Strongly agree,3,3,3,0,0,.51385266
23,Male,Italy,1,1,Agree,Strongly agree,9,7,1.25,10,1,.93797314
28,Female,Chile,,0,Strongly agree,Strongly disagree,10,6,2,0,0,.92884403
25,Female,Mexico,0,1,Strongly disagree,Agree,10,10,2.5,0,0,.88286221
23,Female,Chile,,0,,,8,8,2.5,5,0,.62990737
22,Male,Chile,,0,Strongly agree,Strongly agree,6,6,4,10,1,.89967579
55,Female,Greece,,0,Agree,Agree,6,5,1.5,2,0,.78793234
28,Male,Germany,0,1,Strongly disagree,Agree,6,7,3.5,6,1,.87475556
38,Female,Turkey,1,1,Strongly agree,Strongly agree,10,10,1.5,0,0,.82755184
30,Male,France,0,1,Agree,Strongly agree,10,10,2.75,10,1,.78165692
24,Female,Mexico,,0,Strongly agree,Strongly agree,8,7,3.5,3,0,.90418249
51,Female,Greece,0,1,Agree,Strongly agree,8,5,3,1,0,.69617718
26,Male,Mexico,,0,Strongly agree,Strongly disagree,10,1,1.75,10,1,.73972338
32,Male,Mexico,1,1,Strongly agree,Agree,8,6,2,5,1,.84933633
29,Female,Chile,0,1,Strongly agree,Strongly agree,5,5,2.75,2,0,.63601017
19,Female,Mexico,0,1,Strongly agree,Agree,6,5,1.75,3,0,.69380534
20,Male,Spain,,0,Agree,Agree,10,10,1.25,8,1,.84917563
35,Female,China,1,1,Strongly agree,Agree,9,7,2.5,2,0,.54274648
27,Female,Turkey,,0,Strongly agree,Strongly agree,0,10,2.75,4,0,.82112092
24,Male,Spain,,0,Strongly agree,Strongly agree,2,3,2.25,4,1,.95372754
45,Male,Turkey,0,1,Strongly agree,Strongly agree,7,7,2.25,10,1,.632568
30,Male,Mexico,1,1,Disagree,Disagree,8,7,2.5,5,1,.63207525
47,Female,Greece,,0,Strongly agree,Strongly agree,9,3,2,0,0,.68109506
36,Female,Turkey,,0,Strongly agree,Strongly agree,10,6,2.75,0,0,.71076238
63,Male,Greece,0,1,Agree,Agree,10,9,1,9,1,.68519038
32,Male,Austria,0,1,Agree,Strongly agree,6,6,1.5,8,1,.55787396
27,Female,Turkey,1,1,Strongly agree,Disagree,8,6,4,2,0,.79662067
31,Male,Italy,0,1,Strongly agree,Agree,7,4,2,9,1,.54304636
28,Female,Turkey,,0,Agree,Agree,10,3,2.5,0,0,.62336802
35,Male,Austria,1,1,Agree,Disagree,7,7,1,7,1,.8952229
50,Female,Turkey,1,1,Agree,Strongly agree,10,10,4,0,0,.62372059
30,Male,Austria,,0,Agree,Strongly agree,7,3,2.75,9,1,.81928098
46,Male,Turkey,1,1,Agree,Agree,10,10,1.5,10,1,.72486931
45,Male,Turkey,0,1,Agree,Agree,5,5,3.25,10,1,.783512
26,Female,Mexico,,0,Agree,Strongly agree,5,7,3.5,5,0,.92828703
27,Female,Turkey,0,1,Strongly agree,Strongly agree,5,4,2.25,0,0,.51641017
62,Female,Turkey,0,1,Strongly agree,Strongly agree,10,10,4.5,0,0,.56859332
25,Male,France,0,1,Strongly agree,Strongly agree,10,3,2,7,1,.7443338
25,Male,Germany,1,1,Strongly agree,,8,3,2.25,8,1,.83717859
56,Male,Australia,0,1,Strongly agree,Agree,7,7,1.75,7,1,
24,Male,Italy,0,1,Agree,Agree,8,5,3,8,1,.60882097
27,Male,Mexico,0,1,Strongly agree,Agree,9,8,2.25,9,1,.71852762
25,Male,Spain,,0,Agree,Agree,7,6,2,7,1,.68717003
32,Male,Poland,0,1,Agree,Agree,6,3,2.25,10,1,.75225651
41,Male,Turkey,1,1,Agree,Strongly agree,5,3,3,8,1,.88629645
22,Female,Chile,0,1,,Strongly agree,8,7,3,1,0,.72907054
33,Male,Sweden,1,1,Strongly agree,Agree,6,4,4,7,1,.96966022
20,Female,Turkey,0,1,Strongly agree,Strongly agree,10,10,2.75,3,0,.89790791
28,Female,Argentina,0,1,Agree,Strongly agree,10,5,2,0,0,.71309835
30,Male,Turkey,1,1,Agree,Agree,7,4,1.75,8,1,.63679934
24,Female,Turkey,0,1,Strongly agree,Strongly agree,5,9,4.5,2,0,.75713259
26,Male,Australia,0,1,Agree,Agree,10,7,2,5,1,
20,Female,Mexico,0,1,Agree,Strongly agree,9,8,2.25,5,0,.68347043
33,Male,Germany,0,1,Strongly agree,Strongly agree,7,4,4.25,5,1,.88508528
30,Male,France,0,1,Strongly agree,Strongly agree,8,7,1.75,7,1,.9744969
58,Male,South Africa,,1,Strongly agree,Agree,7,2,2,7,1,.86064547
29,Male,Mexico,1,1,Agree,Agree,10,10,3,8,1,.80551809
26,Female,Chile,0,1,Strongly agree,Agree,3,5,2.5,1,0,.88800567
22,Female,Turkey,0,1,Strongly agree,Agree,10,10,4.5,0,0,.55070692
30,Female,Mexico,0,1,Strongly disagree,Strongly agree,10,5,2.5,3,0,.55966693
56,Male,Greece,0,1,Agree,Agree,8,7,2,7,1,.519602
32,Female,Chile,,0,Strongly agree,Strongly agree,4,5,3.5,0,0,.73699647
29,Female,Mexico,1,1,Strongly agree,Strongly agree,10,9,1.25,0,0,.6873666
41,Female,Australia,0,1,Strongly agree,Strongly agree,2,7,2.5,5,0,.9114818
50,Female,Greece,0,1,Strongly agree,Strongly agree,6,6,2.75,1,0,.55707735
32,Male,Sweden,0,1,Agree,Agree,6,6,2.75,7,1,.87522995
48,Female,Greece,0,1,Agree,Agree,9,8,2.75,1,0,.83039194
24,Female,Turkey,1,1,Agree,Agree,7,8,1.5,0,0,.83211327
44,Male,Australia,,0,Strongly agree,Strongly agree,7,6,2.25,8,1,
32,Female,Mexico,0,1,Agree,Agree,6,4,2,2,0,.50701553
29,Male,Argentina,,0,,Agree,6,5,2.25,7,1,.9559027
29,Female,Turkey,,0,Agree,Agree,7,3,2,3,0,.54041415
39,Male,Turkey,0,1,Strongly agree,Strongly agree,10,10,1.5,10,1,.6427846
28,Male,Austria,0,1,Disagree,Disagree,7,5,2.5,7,1,.89892864
59,Female,Turkey,0,1,Agree,Agree,7,3,2.5,2,0,.75108355
19,Male,Italy,,0,Strongly agree,Strongly agree,7,6,1.75,9,1,.97213429
33,Male,China,0,1,Strongly agree,Agree,6,8,2.5,8,1,.66987073
25,Male,Austria,,0,Strongly agree,Strongly agree,9,5,2.75,5,1,.9579072
27,Male,France,0,1,Agree,Strongly agree,9,6,3,9,1,.56397891
30,Male,Mexico,,0,Agree,Agree,10,5,2.25,7,1,.54361594
18,Male,Mexico,,0,Strongly agree,Strongly agree,8,3,1.5,5,1,.56661987
29,Female,Mexico,0,1,Strongly agree,Strongly agree,8,5,1.5,1,0,.77187937
37,Female,Greece,,0,Strongly agree,Agree,6,4,3,2,0,.74296606
25,Male,Germany,0,1,Strongly agree,Strongly agree,8,7,1.25,6,1,.7335065
25,Male,Germany,,1,Disagree,Agree,5,7,3.25,9,1,.72713435
43,Male,Finland,1,1,Strongly disagree,Strongly disagree,8,7,5,6,1,.57299185
50,Male,Greece,0,1,Agree,Agree,10,5,1.75,10,1,.62961709
59,Female,Greece,,0,Strongly agree,Strongly agree,0,1,1.75,0,0,.81505221
31,Male,Austria,1,1,Agree,Agree,9,7,2.5,6,1,.87623864
21,Male,Italy,0,1,Agree,Agree,8,7,1.75,9,1,.64216667
61,Female,Greece,,0,Strongly agree,Strongly agree,6,9,2.25,1,0,.51036716
29,Female,Brazil,0,1,Strongly agree,Strongly agree,1,5,2.75,5,0,.87677193
45,Female,Turkey,,0,Agree,Agree,10,5,4,1,0,.56850499
27,Male,Turkey,0,1,Strongly agree,Agree,6,6,3,5,1,.97239953
46,Male,Denmark,0,1,Strongly agree,Agree,5,6,2,5,1,.79119641
50,Female,Greece,0,1,Agree,Agree,9,9,4,1,0,.55731398
28,Male,Germany,1,1,Strongly agree,Strongly agree,10,10,3.5,10,1,.54338455
42,Female,Greece,0,1,Agree,Agree,7,6,2.5,0,0,.82746488
31,Female,Mexico,,0,Strongly agree,Strongly agree,7,5,2,2,0,.68308127
27,Male,Italy,0,1,Agree,Strongly agree,6,6,2,9,1,.76462257
32,Male,Austria,0,1,Agree,Agree,8,9,3,10,1,.97700816
30,Female,Chile,0,1,Strongly agree,Agree,6,7,4,3,0,.93789017
29,Male,Italy,0,1,Agree,Agree,7,6,2.25,10,1,.85822493
40,Female,Turkey,,0,Strongly agree,Agree,4,3,2.25,0,0,.79878998
22,Male,Spain,0,1,Strongly disagree,Agree,10,6,1.5,9,1,.95535743
56,Male,Netherlands,1,1,Strongly agree,Agree,4,4,1.75,7,1,.66426176
35,Male,Turkey,0,1,Agree,Agree,6,3,2,10,1,.82750958
59,Male,Norway,1,1,Strongly disagree,Disagree,8,8,1.5,7,1,.62371451
47,Female,Greece,,0,Strongly agree,Agree,5,1,4,0,0,.72354472
39,Male,Netherlands,1,1,Strongly agree,Strongly agree,6,7,1,7,1,.80676651
32,Male,Italy,0,1,Agree,Strongly agree,8,7,1.25,6,1,.80215925
61,Male,Greece,,0,Disagree,Agree,5,8,1.75,9,1,.73328358
24,Male,Mexico,0,1,Disagree,Strongly agree,6,7,2,9,1,.59829146
26,Male,Italy,1,1,Agree,Disagree,8,4,3.5,7,1,.65223515
54,Male,Netherlands,0,1,Strongly agree,Strongly agree,7,7,1.5,5,1,.58176529
45,Male,Netherlands,0,1,Agree,Agree,3,7,1,6,1,.96573502
28,Male,France,,0,Strongly agree,Strongly agree,6,7,1.75,9,1,.50036806
46,Male,Portugal,0,1,Strongly agree,Agree,8,7,2,6,1,.5104003
38,Male,Greece,0,1,Strongly agree,Strongly agree,6,6,2.25,7,1,.55315578
20,Female,Mexico,,0,Strongly agree,Agree,6,4,3.75,2,0,.67203224
31,Male,Germany,1,1,Agree,Strongly agree,5,6,3,10,1,.54547775
31,Male,Italy,0,1,Strongly agree,Strongly agree,3,2,2.25,6,1,.60943317
56,Male,Netherlands,0,1,Strongly agree,Strongly agree,7,2,1,6,1,.73603195
59,Male,Netherlands,,0,Agree,Agree,2,1,3,8,1,.9859885
24,Male,France,0,1,Strongly agree,Strongly agree,5,5,1,5,1,.66228807
31,Male,Turkey,1,1,Disagree,Agree,9,10,2,2,1,.96313852
33,Male,France,0,1,Strongly agree,Strongly agree,8,6,1.5,9,1,.84908324
31,Male,Spain,0,1,Strongly agree,Strongly agree,7,7,3.5,7,1,.61093855
23,Male,France,,0,Strongly agree,Strongly agree,8,7,2.5,6,1,.76044434
52,Male,Netherlands,0,1,Strongly agree,Strongly agree,8,7,1,8,1,.5366354
52,Male,Netherlands,1,1,Agree,Agree,4,3,2,10,1,.56390417
31,Male,Italy,0,1,Strongly agree,Strongly agree,8,7,2,8,1,.5100888
38,Male,Australia,0,1,Agree,Agree,7,4,2,5,1,
62,Male,Portugal,0,1,Agree,,10,6,2,10,1,.75041407
47,Female,Romania,,0,Agree,Agree,5,7,2.25,0,0,.79969889
59,Female,Greece,0,1,Strongly agree,Strongly agree,7,7,2.25,2,0,.54632139
28,Male,Austria,0,1,Strongly agree,Strongly agree,9,7,2.5,5,1,.86042577
59,Male,Norway,,0,Agree,Disagree,3,2,1.25,6,1,.83683407
48,Female,Greece,0,1,Strongly agree,Strongly agree,4,1,3,1,0,.66270661
27,Female,Mexico,,1,Strongly agree,Strongly agree,8,8,3.75,0,0,.50852227
39,Male,Netherlands,0,1,Disagree,Disagree,9,6,1.75,7,1,.91407943
63,Male,Netherlands,,0,Strongly agree,Strongly agree,10,7,2,9,1,.93158901
34,Male,Netherlands,0,1,Agree,Disagree,8,8,2.25,8,1,.59000719
46,Male,Australia,0,1,Agree,Agree,4,1,3.75,5,1,
60,Female,Greece,,0,Strongly agree,Agree,2,1,4.75,3,0,.69689602
28,Male,Italy,0,1,Strongly agree,Strongly agree,10,7,1,10,1,.52573919
20,Male,Sweden,,0,Strongly agree,Agree,6,5,3,6,1,.74822855
50,Female,Greece,0,1,Agree,Agree,8,10,4.5,0,0,.62990546
62,Male,Netherlands,,0,Strongly agree,Strongly agree,8,9,1,8,1,.53365201
52,Male,Netherlands,0,1,Strongly disagree,Strongly agree,8,10,1,3,1,.98900884
45,Female,Turkey,,1,Strongly agree,Agree,6,9,5,2,0,.50864702
26,Male,Italy,0,1,Agree,Strongly agree,1,3,2,8,1,.82340276
40,Male,Romania,0,1,Agree,Strongly agree,7,7,2,9,1,.98886955
61,Female,Australia,0,1,Strongly agree,Strongly agree,6,3,1.25,3,0,.54878682
57,Male,Netherlands,,0,Strongly agree,Strongly agree,7,3,4,7,1,.72244942
46,Male,UK,1,1,Strongly agree,Disagree,7,7,4,5,1,.76406872
30,Female,Mexico,,0,Agree,Agree,9,9,1,0,0,.6957525
29,Male,Czech Republic,1,1,Strongly agree,Strongly agree,8,8,1.75,8,1,.94578886
34,Male,Sweden,1,1,Disagree,Strongly agree,9,7,2.25,10,1,.89948189
23,Male,Australia,1,1,Strongly agree,Strongly agree,8,6,4,7,1,
35,Male,Netherlands,0,1,Agree,Agree,4,4,1,6,1,.6113624
42,Male,Sweden,0,1,Agree,Strongly agree,6,7,2,7,1,.86466122
43,Male,Australia,0,1,Agree,Agree,5,5,1.75,8,1,
43,Female,Greece,0,1,Strongly agree,Strongly agree,2,5,4.25,3,0,.90861523
29,Male,Denmark,0,1,Agree,Agree,7,7,2.75,7,1,.83738565
50,Male,Australia,0,1,Strongly agree,Agree,5,6,2.75,4,1,
43,Female,Turkey,0,1,Strongly agree,Strongly agree,10,10,5,10,0,.70840216
24,Male,Italy,0,1,Agree,Agree,7,7,3,8,1,.9780305
33,Female,Chile,0,1,Strongly agree,Strongly agree,6,5,2.75,1,0,.72303039
62,Male,Netherlands,1,1,Strongly agree,Agree,8,8,1.5,7,1,.99608916
28,Male,Germany,0,1,Disagree,Agree,7,6,2.5,10,1,.84508902
60,Male,Netherlands,,0,,Disagree,8,2,2,4,1,.90700144
42,Male,Turkey,1,1,Agree,Agree,10,10,1,10,1,.60468066
28,Female,South Africa,0,1,Agree,Agree,5,10,2,3,0,.572864
56,Male,Australia,,0,Agree,Strongly disagree,7,7,1.75,10,1,
39,Female,Spain,0,1,Strongly agree,Strongly agree,8,7,3.5,3,0,.75359559
36,Male,Portugal,,0,Agree,Agree,9,7,2,7,1,.82014889
47,Male,Greece,0,1,Agree,Agree,6,5,3.25,7,1,.57918382
53,Female,Greece,,0,Strongly agree,Strongly agree,6,5,2.25,2,0,.93251556
27,Male,Italy,1,1,Agree,Agree,7,7,1.5,7,1,.57301003
25,Male,Netherlands,1,1,Strongly agree,Strongly agree,8,8,3.5,8,1,.67026114
31,Female,Argentina,,0,Strongly agree,Strongly agree,7,7,2.25,3,0,.88375175
29,Female,Italy,0,1,Strongly agree,Strongly agree,0,6,2.75,1,0,.56180209
58,Female,Greece,0,1,Strongly agree,Strongly agree,10,9,2,3,0,.64558941
21,Male,France,0,1,Strongly disagree,Strongly agree,8,5,1.25,10,1,.51800865
27,Female,Chile,,0,Strongly agree,Strongly agree,5,5,5,3,0,.50777048
50,Male,Sweden,0,1,Strongly agree,Strongly agree,6,5,1.75,5,1,.97928214
63,Male,Norway,1,1,Agree,Disagree,7,7,1.75,8,1,.54504991
25,Male,Poland,0,1,Strongly disagree,Agree,5,4,3.75,5,1,.95365298
30,Male,Brazil,0,1,Strongly agree,Agree,9,5,2.5,8,1,.65467739
28,Male,Mexico,0,1,Strongly agree,Strongly agree,8,2,2,7,1,.9836033
36,Male,Turkey,0,1,Strongly agree,Strongly agree,10,10,3.75,10,1,.72539812
28,Male,France,0,1,Strongly disagree,Strongly agree,4,7,3.25,4,1,.56207061
38,Female,Greece,0,1,Strongly agree,Strongly agree,7,5,2,1,0,.76735473
53,Female,Greece,0,1,Strongly agree,Agree,10,10,2.75,0,0,.64096719
61,Male,Netherlands,,0,Strongly agree,Strongly agree,8,8,1.5,7,1,.97291559
30,Male,Austria,0,1,Disagree,Disagree,6,4,2.25,8,1,.88128817
58,Female,Greece,0,1,Strongly agree,Agree,7,1,5,3,0,.88977408
58,Female,Australia,0,1,Agree,Strongly agree,4,7,2,2,0,.84718025
54,Male,Netherlands,0,1,Agree,Agree,6,7,1.75,7,1,.71715164
45,Male,Netherlands,,0,Strongly agree,Strongly agree,7,7,1.5,9,1,.86104411
29,Male,Germany,1,1,Disagree,Strongly disagree,8,9,2.25,10,1,.92261821
39,Male,Greece,0,1,Agree,Agree,5,6,1.5,9,1,.61013049
24,Female,Chile,,0,Agree,Agree,6,8,2,5,0,.51224661
26,Male,Italy,0,1,,Strongly agree,2,3,4,8,1,.70529729
26,Male,Turkey,0,1,Agree,Strongly agree,4,5,3.5,7,1,.87429857
21,Male,Italy,1,1,Agree,Agree,10,7,1.5,10,1,.50045246
27,Female,Chile,,0,Strongly agree,Strongly agree,8,6,4.5,2,0,.50672793
26,Male,Italy,,0,Disagree,Strongly disagree,8,7,3,4,1,.82163101
27,Male,France,0,1,Strongly disagree,Disagree,7,7,2.5,5,1,.68379617
52,Male,Sweden,0,1,Agree,Agree,8,6,1.5,6,1,.76845938
42,Male,Portugal,1,1,Disagree,Agree,8,9,1.75,9,1,.86871624
29,Female,Brazil,,0,Strongly agree,Agree,8,4,4,3,0,.98171777
29,Female,Chile,1,1,Strongly agree,Strongly agree,5,10,4.75,3,0,.94318891
43,Female,Greece,0,1,Strongly agree,Strongly agree,6,2,3.5,1,0,.55642343
35,Female,Greece,0,1,Strongly agree,Strongly agree,6,7,2.75,2,0,.75956726
58,Male,Netherlands,0,1,Disagree,Disagree,8,7,1,9,1,.66134375
36,Male,UK,,0,Strongly agree,Strongly disagree,10,10,5,10,1,.56180602
41,Female,Turkey,0,1,Agree,Strongly agree,6,4,3.25,3,0,.60564804
19,Female,Argentina,,0,Strongly agree,Agree,6,1,3,5,0,.88811332
28,Male,Denmark,,0,Strongly agree,Agree,4,4,4.25,4,1,.86876297
29,Male,Turkey,0,1,Strongly agree,Strongly agree,5,10,2.5,7,1,.73366487
33,Male,South Korea,0,1,Disagree,Disagree,6,6,2.25,7,1,.54116249
29,Male,Australia,0,1,Agree,Strongly agree,6,5,2.75,6,1,
41,Male,UK,0,1,Agree,Agree,6,8,2,7,1,.75351173
37,Female,Turkey,,0,Strongly agree,Strongly agree,0,1,4,0,0,.66083187
51,Female,Greece,0,1,Agree,Disagree,6,5,2.75,0,0,.60943538
43,Male,Sweden,0,1,Strongly disagree,Disagree,7,10,2,10,1,.66610456
35,Female,Malaysia,1,1,Agree,Agree,8,5,3.25,3,0,.67793137
25,Male,Germany,0,1,Strongly disagree,Agree,9,7,2.25,9,1,.89118576
20,Male,Austria,,0,Strongly agree,Strongly agree,7,4,2.25,7,1,.72490638
57,Female,Turkey,,0,Agree,Strongly agree,5,5,3,4,0,.50902057
39,Male,Sweden,1,1,Agree,Agree,4,3,3,4,1,.73803383
21,Male,Turkey,0,1,Disagree,Strongly agree,10,8,2.25,10,1,.78952688
47,Female,Greece,,0,Strongly agree,Agree,4,1,4,5,0,.55791211
46,Male,Greece,0,1,Strongly agree,Disagree,7,3,3.75,4,1,.69888198
60,Male,Sweden,,0,Strongly agree,Strongly agree,2,5,1,8,1,.60243136
54,Male,Greece,0,1,Disagree,Strongly agree,5,4,1.5,9,1,.77932
28,Male,France,0,1,Agree,Strongly agree,10,8,2.75,8,1,.9555667
30,Female,Chile,0,1,Strongly disagree,Strongly agree,8,6,1.75,2,0,.95109016
63,Male,Netherlands,,0,Strongly agree,Strongly agree,1,5,2.5,10,1,.98330134
25,Female,Argentina,0,1,Strongly disagree,Strongly agree,8,8,3,3,0,.69775891
55,Male,Netherlands,,0,Disagree,Strongly agree,7,6,3,7,1,.97484142
24,Female,Mexico,0,1,Strongly agree,Strongly agree,7,5,2.75,3,0,.81873083
49,Female,Greece,0,1,Strongly agree,Strongly agree,7,8,2.25,3,0,.61576366
61,Male,Australia,1,1,Agree,Agree,7,5,1.5,5,1,
53,Male,Turkey,0,1,Agree,Strongly agree,0,1,1,10,1,.74655092
33,Female,Brazil,,1,Strongly agree,,7,6,2.75,2,0,.87984669
47,Male,Turkey,1,1,Strongly agree,Strongly agree,9,7,1,10,1,.55655199
18,Female,Brazil,0,1,Disagree,Strongly agree,10,5,3.25,0,0,.97623301
33,Female,Brazil,,0,Strongly agree,Agree,7,8,2.5,0,0,.87391341
30,Male,Finland,,0,Agree,Strongly agree,3,4,3,10,1,.58380681
63,Male,Sweden,0,1,Strongly agree,Strongly agree,3,3,1.5,8,1,.54835695
64,Male,Turkey,,0,Agree,Agree,6,7,1.75,5,1,.7666074
20,Female,Brazil,,0,Strongly agree,Strongly agree,0,6,3.25,3,0,.8905763
52,Male,Netherlands,,0,Strongly agree,Strongly agree,5,1,3,10,1,.93163526
29,Female,Brazil,0,1,Strongly agree,Agree,7,5,3.75,3,0,.95484489
27,Female,Brazil,0,1,Strongly agree,Strongly agree,8,8,3.5,0,0,.52841908
38,Male,Greece,0,1,Agree,Strongly agree,10,10,2.75,10,1,.61916429
30,Male,France,0,1,Agree,Agree,8,9,2,10,1,.95562196
22,Male,Brazil,0,1,Strongly agree,Strongly agree,7,8,3.5,10,1,.63298619
33,Female,Brazil,0,1,Agree,Strongly agree,10,10,2,0,0,.71903664
40,Female,Australia,0,1,Disagree,Agree,8,4,2,4,0,.56838727
31,Male,Germany,0,1,Agree,Strongly agree,7,8,2,7,1,.98629379
40,Female,Australia,1,1,Agree,Agree,2,2,2.5,2,0,.86753374
18,Female,Mexico,0,1,Agree,Strongly agree,10,7,4,3,0,.81623495
62,Male,Netherlands,0,1,Strongly agree,Strongly agree,7,8,1.25,8,1,.99706632
25,Female,Brazil,0,1,Strongly agree,Disagree,8,10,2.75,5,0,.68503952
24,Male,France,0,1,Agree,Agree,8,7,1,5,1,.57719105
26,Male,Mexico,,0,,Disagree,5,4,4.25,6,1,.74242181
26,Female,Brazil,,0,Strongly agree,Strongly agree,4,8,4.25,2,0,.55173224
51,Female,South Korea,,0,Strongly agree,Strongly agree,7,7,2.5,3,0,.881639
30,Male,Italy,0,1,Strongly agree,Strongly agree,7,6,2.25,6,1,.69219637
59,Male,Sweden,0,1,Strongly agree,Strongly agree,5,8,1.5,4,1,.74672997
31,Female,Brazil,0,1,Strongly agree,Agree,8,8,2.25,0,0,.92330986
31,Male,Italy,,0,Agree,Agree,6,6,2.5,10,1,.85313594
33,Male,Brazil,0,1,Strongly agree,Strongly agree,6,9,3.75,6,1,.89758658
30,Male,Italy,1,1,Agree,Strongly agree,7,7,2.5,8,1,.68986195
30,Female,Australia,0,1,Strongly agree,Agree,7,8,1.5,2,0,.93683696
40,Male,Sweden,0,1,Strongly agree,Strongly agree,3,7,1.25,6,1,.65451753
44,Male,Netherlands,1,1,Strongly agree,Strongly agree,8,10,1.5,7,1,.97211045
33,Female,Brazil,1,1,Strongly agree,Agree,8,7,2.25,3,0,.69851798
49,Male,Greece,0,1,Agree,Strongly agree,9,6,3.25,10,1,.54869717
27,Male,Sweden,1,1,Disagree,Agree,8,10,4,8,1,.75774646
21,Female,Argentina,,0,Agree,Strongly agree,0,5,1.75,0,0,.55857849
26,Male,France,1,1,Strongly agree,Strongly agree,8,4,2,8,1,.90290004
31,Female,Chile,0,1,Agree,Agree,4,6,3.75,2,0,.89323986
31,Male,Austria,0,1,Agree,Agree,9,8,2,8,1,.93523455
32,Male,Italy,0,1,Agree,Strongly agree,7,6,2.25,10,1,.7085259
59,Male,Netherlands,1,1,Strongly agree,Strongly agree,7,5,4,10,1,.80512434
26,Female,Germany,,0,Agree,Agree,6,3,5,4,0,.78051263
44,Male,Greece,0,1,Strongly agree,Strongly agree,4,5,2.25,4,1,.93685138
29,Male,Italy,1,1,Agree,Agree,7,7,1.5,7,1,.69623566
28,Male,Germany,0,1,Agree,Strongly agree,4,4,3.5,6,1,.86089396
32,Male,Chile,0,1,Strongly agree,Strongly agree,4,4,1.5,10,1,.82177937
46,Female,Greece,0,1,Agree,Agree,3,4,2.25,0,0,.96637475
56,Female,Australia,,0,Agree,Agree,1,1,3.25,5,0,.68891293
23,Male,Chile,,0,Strongly agree,,5,5,2,5,1,.56244284
33,Male,Austria,0,1,Strongly agree,Strongly agree,9,8,1,7,1,.68521315
56,Male,Australia,0,1,Agree,Agree,5,6,2,6,1,
33,Female,Chile,0,1,Strongly agree,Strongly agree,3,5,2,2,0,.77210891
22,Male,France,,0,Strongly agree,Strongly agree,7,3,2,8,1,.63809824
43,Male,Australia,0,1,Agree,Agree,10,10,1.75,8,1,
32,Female,Australia,0,1,Agree,Agree,10,8,2.25,2,0,.70813257
34,Male,Sweden,0,1,Agree,Strongly agree,3,4,2.5,4,1,.90775597
26,Female,Chile,0,1,Strongly agree,,5,5,2.75,6,0,.83172214
28,Male,Austria,,0,Strongly agree,Agree,6,5,4.5,6,1,.83609629
24,Male,Austria,0,1,Strongly agree,Strongly agree,4,2,4.25,5,1,.60304731
41,Male,Australia,0,1,Strongly agree,Strongly agree,7,6,1.5,7,1,
28,Male,France,0,1,Strongly agree,Strongly agree,10,8,3.75,10,1,.55979663
18,Male,Mexico,0,1,Disagree,Agree,10,6,2.75,2,1,.78595936
50,Male,Netherlands,1,1,Agree,Strongly agree,5,3,1,10,1,.94558239
44,Male,Greece,0,1,Agree,Agree,7,8,2.75,8,1,.99544352
31,Male,France,0,1,Strongly agree,Strongly agree,10,8,1.25,8,1,.50774509
64,Female,France,,0,Disagree,Agree,6,7,1,3,0,.69798344
31,Female,Brazil,0,1,Strongly agree,Strongly agree,8,6,3.25,1,0,.57110161
